DateKey,Date,Day,DaySuffix,Weekday,WeekDayName,WeekDayName_Short,WeekDayName_FirstLetter,DOWInMonth,DayOfYear,WeekOfMonth,WeekOfYear,Month,MonthName,MonthName_Short,MonthName_FirstLetter,Quarter,QuarterName,Year,MMYYYY,MonthYear,IsWeekend,IsHoliday,HolidayName,SpecialDays,FinancialYear,FinancialQuater,FinancialMonth,FirstDateofYear,LastDateofYear,FirstDateofQuater,LastDateofQuater,FirstDateofMonth,LastDateofMonth,FirstDateofWeek,LastDateofWeek,CurrentYear,CurrentQuater,CurrentMonth,CurrentWeek,CurrentDay
20130815,2013-08-15,15,th,5,Thursday,THU,T,15,227,3,33,8,August,AUG,A,3,third,2013,082013,2013AUG,false,false,null,null,null,null,null,2013-01-01,2013-12-31,2022-04-01,2022-06-30,2013-08-01,2013-08-31,2013-08-11,2013-08-17,-9,-35,-105,-456,-3192
20130816,2013-08-16,16,th,6,Friday,FRI,F,16,228,3,33,8,August,AUG,A,3,third,2013,082013,2013AUG,false,false,null,null,null,null,null,2013-01-01,2013-12-31,2022-04-01,2022-06-30,2013-08-01,2013-08-31,2013-08-11,2013-08-17,-9,-35,-105,-456,-3191
20130817,2013-08-17,17,th,7,Saturday,SAT,S,17,229,3,33,8,August,AUG,A,3,third,2013,082013,2013AUG,true,false,null,null,null,null,null,2013-01-01,2013-12-31,2022-04-01,2022-06-30,2013-08-01,2013-08-31,2013-08-11,2013-08-17,-9,-35,-105,-456,-3190
20130818,2013-08-18,18,th,1,Sunday,SUN,S,18,230,4,34,8,August,AUG,A,3,third,2013,082013,2013AUG,true,false,null,null,null,null,null,2013-01-01,2013-12-31,2022-04-01,2022-06-30,2013-08-01,2013-08-31,2013-08-18,2013-08-24,-9,-35,-105,-455,-3189
20130819,2013-08-19,19,th,2,Monday,MON,M,19,231,4,34,8,August,AUG,A,3,third,2013,082013,2013AUG,false,false,null,null,null,null,null,2013-01-01,2013-12-31,2022-04-01,2022-06-30,2013-08-01,2013-08-31,2013-08-18,2013-08-24,-9,-35,-105,-455,-3188
20130820,2013-08-20,20,th,3,Tuesday,TUE,T,20,232,4,34,8,August,AUG,A,3,third,2013,082013,2013AUG,false,false,null,null,null,null,null,2013-01-01,2013-12-31,2022-04-01,2022-06-30,2013-08-01,2013-08-31,2013-08-18,2013-08-24,-9,-35,-105,-455,-3187
20130821,2013-08-21,21,st,4,Wednesday,WED,W,21,233,4,34,8,August,AUG,A,3,third,2013,082013,2013AUG,false,false,null,null,null,null,null,2013-01-01,2013-12-31,2022-04-01,2022-06-30,2013-08-01,2013-08-31,2013-08-18,2013-08-24,-9,-35,-105,-455,-3186
20130822,2013-08-22,22,nd,5,Thursday,THU,T,22,234,4,34,8,August,AUG,A,3,third,2013,082013,2013AUG,false,false,null,null,null,null,null,2013-01-01,2013-12-31,2022-04-01,2022-06-30,2013-08-01,2013-08-31,2013-08-18,2013-08-24,-9,-35,-105,-455,-3185
20130823,2013-08-23,23,rd,6,Friday,FRI,F,23,235,4,34,8,August,AUG,A,3,third,2013,082013,2013AUG,false,false,null,null,null,null,null,2013-01-01,2013-12-31,2022-04-01,2022-06-30,2013-08-01,2013-08-31,2013-08-18,2013-08-24,-9,-35,-105,-455,-3184
20130824,2013-08-24,24,th,7,Saturday,SAT,S,24,236,4,34,8,August,AUG,A,3,third,2013,082013,2013AUG,true,false,null,null,null,null,null,2013-01-01,2013-12-31,2022-04-01,2022-06-30,2013-08-01,2013-08-31,2013-08-18,2013-08-24,-9,-35,-105,-455,-3183
20130825,2013-08-25,25,th,1,Sunday,SUN,S,25,237,5,35,8,August,AUG,A,3,third,2013,082013,2013AUG,true,false,null,null,null,null,null,2013-01-01,2013-12-31,2022-04-01,2022-06-30,2013-08-01,2013-08-31,2013-08-25,2013-08-31,-9,-35,-105,-454,-3182
20130826,2013-08-26,26,th,2,Monday,MON,M,26,238,5,35,8,August,AUG,A,3,third,2013,082013,2013AUG,false,false,null,null,null,null,null,2013-01-01,2013-12-31,2022-04-01,2022-06-30,2013-08-01,2013-08-31,2013-08-25,2013-08-31,-9,-35,-105,-454,-3181
20130827,2013-08-27,27,th,3,Tuesday,TUE,T,27,239,5,35,8,August,AUG,A,3,third,2013,082013,2013AUG,false,false,null,null,null,null,null,2013-01-01,2013-12-31,2022-04-01,2022-06-30,2013-08-01,2013-08-31,2013-08-25,2013-08-31,-9,-35,-105,-454,-3180
20130828,2013-08-28,28,th,4,Wednesday,WED,W,28,240,5,35,8,August,AUG,A,3,third,2013,082013,2013AUG,false,false,null,null,null,null,null,2013-01-01,2013-12-31,2022-04-01,2022-06-30,2013-08-01,2013-08-31,2013-08-25,2013-08-31,-9,-35,-105,-454,-3179
20130829,2013-08-29,29,th,5,Thursday,THU,T,29,241,5,35,8,August,AUG,A,3,third,2013,082013,2013AUG,false,false,null,null,null,null,null,2013-01-01,2013-12-31,2022-04-01,2022-06-30,2013-08-01,2013-08-31,2013-08-25,2013-08-31,-9,-35,-105,-454,-3178
20130830,2013-08-30,30,th,6,Friday,FRI,F,30,242,5,35,8,August,AUG,A,3,third,2013,082013,2013AUG,false,false,null,null,null,null,null,2013-01-01,2013-12-31,2022-04-01,2022-06-30,2013-08-01,2013-08-31,2013-08-25,2013-08-31,-9,-35,-105,-454,-3177
20130831,2013-08-31,31,st,7,Saturday,SAT,S,31,243,5,35,8,August,AUG,A,3,third,2013,082013,2013AUG,true,false,null,null,null,null,null,2013-01-01,2013-12-31,2022-04-01,2022-06-30,2013-08-01,2013-08-31,2013-08-25,2013-08-31,-9,-35,-105,-454,-3176
20130901,2013-09-01,1,st,1,Sunday,SUN,S,1,244,1,36,9,September,SEP,S,3,third,2013,092013,2013SEP,true,false,null,null,null,null,null,2013-01-01,2013-12-31,2022-04-01,2022-06-30,2013-09-01,2013-09-30,2013-09-01,2013-09-07,-9,-35,-104,-453,-3175
20130902,2013-09-02,2,nd,2,Monday,MON,M,2,245,1,36,9,September,SEP,S,3,third,2013,092013,2013SEP,false,false,null,null,null,null,null,2013-01-01,2013-12-31,2022-04-01,2022-06-30,2013-09-01,2013-09-30,2013-09-01,2013-09-07,-9,-35,-104,-453,-3174
20130903,2013-09-03,3,rd,3,Tuesday,TUE,T,3,246,1,36,9,September,SEP,S,3,third,2013,092013,2013SEP,false,false,null,null,null,null,null,2013-01-01,2013-12-31,2022-04-01,2022-06-30,2013-09-01,2013-09-30,2013-09-01,2013-09-07,-9,-35,-104,-453,-3173
20130904,2013-09-04,4,th,4,Wednesday,WED,W,4,247,1,36,9,September,SEP,S,3,third,2013,092013,2013SEP,false,false,null,null,null,null,null,2013-01-01,2013-12-31,2022-04-01,2022-06-30,2013-09-01,2013-09-30,2013-09-01,2013-09-07,-9,-35,-104,-453,-3172
20130905,2013-09-05,5,th,5,Thursday,THU,T,5,248,1,36,9,September,SEP,S,3,third,2013,092013,2013SEP,false,false,null,null,null,null,null,2013-01-01,2013-12-31,2022-04-01,2022-06-30,2013-09-01,2013-09-30,2013-09-01,2013-09-07,-9,-35,-104,-453,-3171
20130906,2013-09-06,6,th,6,Friday,FRI,F,6,249,1,36,9,September,SEP,S,3,third,2013,092013,2013SEP,false,false,null,null,null,null,null,2013-01-01,2013-12-31,2022-04-01,2022-06-30,2013-09-01,2013-09-30,2013-09-01,2013-09-07,-9,-35,-104,-453,-3170
20130907,2013-09-07,7,th,7,Saturday,SAT,S,7,250,1,36,9,September,SEP,S,3,third,2013,092013,2013SEP,true,false,null,null,null,null,null,2013-01-01,2013-12-31,2022-04-01,2022-06-30,2013-09-01,2013-09-30,2013-09-01,2013-09-07,-9,-35,-104,-453,-3169
20130908,2013-09-08,8,th,1,Sunday,SUN,S,8,251,2,37,9,September,SEP,S,3,third,2013,092013,2013SEP,true,false,null,null,null,null,null,2013-01-01,2013-12-31,2022-04-01,2022-06-30,2013-09-01,2013-09-30,2013-09-08,2013-09-14,-9,-35,-104,-452,-3168
20130909,2013-09-09,9,th,2,Monday,MON,M,9,252,2,37,9,September,SEP,S,3,third,2013,092013,2013SEP,false,false,null,null,null,null,null,2013-01-01,2013-12-31,2022-04-01,2022-06-30,2013-09-01,2013-09-30,2013-09-08,2013-09-14,-9,-35,-104,-452,-3167
20130910,2013-09-10,10,th,3,Tuesday,TUE,T,10,253,2,37,9,September,SEP,S,3,third,2013,092013,2013SEP,false,false,null,null,null,null,null,2013-01-01,2013-12-31,2022-04-01,2022-06-30,2013-09-01,2013-09-30,2013-09-08,2013-09-14,-9,-35,-104,-452,-3166
20130911,2013-09-11,11,th,4,Wednesday,WED,W,11,254,2,37,9,September,SEP,S,3,third,2013,092013,2013SEP,false,false,null,null,null,null,null,2013-01-01,2013-12-31,2022-04-01,2022-06-30,2013-09-01,2013-09-30,2013-09-08,2013-09-14,-9,-35,-104,-452,-3165
20130912,2013-09-12,12,th,5,Thursday,THU,T,12,255,2,37,9,September,SEP,S,3,third,2013,092013,2013SEP,false,false,null,null,null,null,null,2013-01-01,2013-12-31,2022-04-01,2022-06-30,2013-09-01,2013-09-30,2013-09-08,2013-09-14,-9,-35,-104,-452,-3164
20130913,2013-09-13,13,th,6,Friday,FRI,F,13,256,2,37,9,September,SEP,S,3,third,2013,092013,2013SEP,false,false,null,null,null,null,null,2013-01-01,2013-12-31,2022-04-01,2022-06-30,2013-09-01,2013-09-30,2013-09-08,2013-09-14,-9,-35,-104,-452,-3163
20130914,2013-09-14,14,th,7,Saturday,SAT,S,14,257,2,37,9,September,SEP,S,3,third,2013,092013,2013SEP,true,false,null,null,null,null,null,2013-01-01,2013-12-31,2022-04-01,2022-06-30,2013-09-01,2013-09-30,2013-09-08,2013-09-14,-9,-35,-104,-452,-3162
20130915,2013-09-15,15,th,1,Sunday,SUN,S,15,258,3,38,9,September,SEP,S,3,third,2013,092013,2013SEP,true,false,null,null,null,null,null,2013-01-01,2013-12-31,2022-04-01,2022-06-30,2013-09-01,2013-09-30,2013-09-15,2013-09-21,-9,-35,-104,-451,-3161
20130916,2013-09-16,16,th,2,Monday,MON,M,16,259,3,38,9,September,SEP,S,3,third,2013,092013,2013SEP,false,false,null,null,null,null,null,2013-01-01,2013-12-31,2022-04-01,2022-06-30,2013-09-01,2013-09-30,2013-09-15,2013-09-21,-9,-35,-104,-451,-3160
20130917,2013-09-17,17,th,3,Tuesday,TUE,T,17,260,3,38,9,September,SEP,S,3,third,2013,092013,2013SEP,false,false,null,null,null,null,null,2013-01-01,2013-12-31,2022-04-01,2022-06-30,2013-09-01,2013-09-30,2013-09-15,2013-09-21,-9,-35,-104,-451,-3159
20130918,2013-09-18,18,th,4,Wednesday,WED,W,18,261,3,38,9,September,SEP,S,3,third,2013,092013,2013SEP,false,false,null,null,null,null,null,2013-01-01,2013-12-31,2022-04-01,2022-06-30,2013-09-01,2013-09-30,2013-09-15,2013-09-21,-9,-35,-104,-451,-3158
20130919,2013-09-19,19,th,5,Thursday,THU,T,19,262,3,38,9,September,SEP,S,3,third,2013,092013,2013SEP,false,false,null,null,null,null,null,2013-01-01,2013-12-31,2022-04-01,2022-06-30,2013-09-01,2013-09-30,2013-09-15,2013-09-21,-9,-35,-104,-451,-3157
20130920,2013-09-20,20,th,6,Friday,FRI,F,20,263,3,38,9,September,SEP,S,3,third,2013,092013,2013SEP,false,false,null,null,null,null,null,2013-01-01,2013-12-31,2022-04-01,2022-06-30,2013-09-01,2013-09-30,2013-09-15,2013-09-21,-9,-35,-104,-451,-3156
20130921,2013-09-21,21,st,7,Saturday,SAT,S,21,264,3,38,9,September,SEP,S,3,third,2013,092013,2013SEP,true,false,null,null,null,null,null,2013-01-01,2013-12-31,2022-04-01,2022-06-30,2013-09-01,2013-09-30,2013-09-15,2013-09-21,-9,-35,-104,-451,-3155
20130922,2013-09-22,22,nd,1,Sunday,SUN,S,22,265,4,39,9,September,SEP,S,3,third,2013,092013,2013SEP,true,false,null,null,null,null,null,2013-01-01,2013-12-31,2022-04-01,2022-06-30,2013-09-01,2013-09-30,2013-09-22,2013-09-28,-9,-35,-104,-450,-3154
20130923,2013-09-23,23,rd,2,Monday,MON,M,23,266,4,39,9,September,SEP,S,3,third,2013,092013,2013SEP,false,false,null,null,null,null,null,2013-01-01,2013-12-31,2022-04-01,2022-06-30,2013-09-01,2013-09-30,2013-09-22,2013-09-28,-9,-35,-104,-450,-3153
20130924,2013-09-24,24,th,3,Tuesday,TUE,T,24,267,4,39,9,September,SEP,S,3,third,2013,092013,2013SEP,false,false,null,null,null,null,null,2013-01-01,2013-12-31,2022-04-01,2022-06-30,2013-09-01,2013-09-30,2013-09-22,2013-09-28,-9,-35,-104,-450,-3152
20130925,2013-09-25,25,th,4,Wednesday,WED,W,25,268,4,39,9,September,SEP,S,3,third,2013,092013,2013SEP,false,false,null,null,null,null,null,2013-01-01,2013-12-31,2022-04-01,2022-06-30,2013-09-01,2013-09-30,2013-09-22,2013-09-28,-9,-35,-104,-450,-3151
20130926,2013-09-26,26,th,5,Thursday,THU,T,26,269,4,39,9,September,SEP,S,3,third,2013,092013,2013SEP,false,false,null,null,null,null,null,2013-01-01,2013-12-31,2022-04-01,2022-06-30,2013-09-01,2013-09-30,2013-09-22,2013-09-28,-9,-35,-104,-450,-3150
20130927,2013-09-27,27,th,6,Friday,FRI,F,27,270,4,39,9,September,SEP,S,3,third,2013,092013,2013SEP,false,false,null,null,null,null,null,2013-01-01,2013-12-31,2022-04-01,2022-06-30,2013-09-01,2013-09-30,2013-09-22,2013-09-28,-9,-35,-104,-450,-3149
20130928,2013-09-28,28,th,7,Saturday,SAT,S,28,271,4,39,9,September,SEP,S,3,third,2013,092013,2013SEP,true,false,null,null,null,null,null,2013-01-01,2013-12-31,2022-04-01,2022-06-30,2013-09-01,2013-09-30,2013-09-22,2013-09-28,-9,-35,-104,-450,-3148
20130929,2013-09-29,29,th,1,Sunday,SUN,S,29,272,5,40,9,September,SEP,S,3,third,2013,092013,2013SEP,true,false,null,null,null,null,null,2013-01-01,2013-12-31,2022-04-01,2022-06-30,2013-09-01,2013-09-30,2013-09-29,2013-10-05,-9,-35,-104,-449,-3147
20130930,2013-09-30,30,th,2,Monday,MON,M,30,273,5,40,9,September,SEP,S,3,third,2013,092013,2013SEP,false,false,null,null,null,null,null,2013-01-01,2013-12-31,2022-04-01,2022-06-30,2013-09-01,2013-09-30,2013-09-29,2013-10-05,-9,-35,-104,-449,-3146
20131001,2013-10-01,1,st,3,Tuesday,TUE,T,1,274,1,40,10,October,OCT,O,4,fourth,2013,102013,2013OCT,false,false,null,null,null,null,null,2013-01-01,2013-12-31,2022-04-01,2022-06-30,2013-10-01,2013-10-31,2013-09-29,2013-10-05,-9,-34,-103,-449,-3145
20131002,2013-10-02,2,nd,4,Wednesday,WED,W,2,275,1,40,10,October,OCT,O,4,fourth,2013,102013,2013OCT,false,false,null,null,null,null,null,2013-01-01,2013-12-31,2022-04-01,2022-06-30,2013-10-01,2013-10-31,2013-09-29,2013-10-05,-9,-34,-103,-449,-3144
20131003,2013-10-03,3,rd,5,Thursday,THU,T,3,276,1,40,10,October,OCT,O,4,fourth,2013,102013,2013OCT,false,false,null,null,null,null,null,2013-01-01,2013-12-31,2022-04-01,2022-06-30,2013-10-01,2013-10-31,2013-09-29,2013-10-05,-9,-34,-103,-449,-3143
20131004,2013-10-04,4,th,6,Friday,FRI,F,4,277,1,40,10,October,OCT,O,4,fourth,2013,102013,2013OCT,false,false,null,null,null,null,null,2013-01-01,2013-12-31,2022-04-01,2022-06-30,2013-10-01,2013-10-31,2013-09-29,2013-10-05,-9,-34,-103,-449,-3142
20131005,2013-10-05,5,th,7,Saturday,SAT,S,5,278,1,40,10,October,OCT,O,4,fourth,2013,102013,2013OCT,true,false,null,null,null,null,null,2013-01-01,2013-12-31,2022-04-01,2022-06-30,2013-10-01,2013-10-31,2013-09-29,2013-10-05,-9,-34,-103,-449,-3141
20131006,2013-10-06,6,th,1,Sunday,SUN,S,6,279,2,41,10,October,OCT,O,4,fourth,2013,102013,2013OCT,true,false,null,null,null,null,null,2013-01-01,2013-12-31,2022-04-01,2022-06-30,2013-10-01,2013-10-31,2013-10-06,2013-10-12,-9,-34,-103,-448,-3140
20131007,2013-10-07,7,th,2,Monday,MON,M,7,280,2,41,10,October,OCT,O,4,fourth,2013,102013,2013OCT,false,false,null,null,null,null,null,2013-01-01,2013-12-31,2022-04-01,2022-06-30,2013-10-01,2013-10-31,2013-10-06,2013-10-12,-9,-34,-103,-448,-3139
20131008,2013-10-08,8,th,3,Tuesday,TUE,T,8,281,2,41,10,October,OCT,O,4,fourth,2013,102013,2013OCT,false,false,null,null,null,null,null,2013-01-01,2013-12-31,2022-04-01,2022-06-30,2013-10-01,2013-10-31,2013-10-06,2013-10-12,-9,-34,-103,-448,-3138
20131009,2013-10-09,9,th,4,Wednesday,WED,W,9,282,2,41,10,October,OCT,O,4,fourth,2013,102013,2013OCT,false,false,null,null,null,null,null,2013-01-01,2013-12-31,2022-04-01,2022-06-30,2013-10-01,2013-10-31,2013-10-06,2013-10-12,-9,-34,-103,-448,-3137
20131010,2013-10-10,10,th,5,Thursday,THU,T,10,283,2,41,10,October,OCT,O,4,fourth,2013,102013,2013OCT,false,false,null,null,null,null,null,2013-01-01,2013-12-31,2022-04-01,2022-06-30,2013-10-01,2013-10-31,2013-10-06,2013-10-12,-9,-34,-103,-448,-3136
20131011,2013-10-11,11,th,6,Friday,FRI,F,11,284,2,41,10,October,OCT,O,4,fourth,2013,102013,2013OCT,false,false,null,null,null,null,null,2013-01-01,2013-12-31,2022-04-01,2022-06-30,2013-10-01,2013-10-31,2013-10-06,2013-10-12,-9,-34,-103,-448,-3135
20131012,2013-10-12,12,th,7,Saturday,SAT,S,12,285,2,41,10,October,OCT,O,4,fourth,2013,102013,2013OCT,true,false,null,null,null,null,null,2013-01-01,2013-12-31,2022-04-01,2022-06-30,2013-10-01,2013-10-31,2013-10-06,2013-10-12,-9,-34,-103,-448,-3134
20131013,2013-10-13,13,th,1,Sunday,SUN,S,13,286,3,42,10,October,OCT,O,4,fourth,2013,102013,2013OCT,true,false,null,null,null,null,null,2013-01-01,2013-12-31,2022-04-01,2022-06-30,2013-10-01,2013-10-31,2013-10-13,2013-10-19,-9,-34,-103,-447,-3133
20131014,2013-10-14,14,th,2,Monday,MON,M,14,287,3,42,10,October,OCT,O,4,fourth,2013,102013,2013OCT,false,false,null,null,null,null,null,2013-01-01,2013-12-31,2022-04-01,2022-06-30,2013-10-01,2013-10-31,2013-10-13,2013-10-19,-9,-34,-103,-447,-3132
20131015,2013-10-15,15,th,3,Tuesday,TUE,T,15,288,3,42,10,October,OCT,O,4,fourth,2013,102013,2013OCT,false,false,null,null,null,null,null,2013-01-01,2013-12-31,2022-04-01,2022-06-30,2013-10-01,2013-10-31,2013-10-13,2013-10-19,-9,-34,-103,-447,-3131
20131016,2013-10-16,16,th,4,Wednesday,WED,W,16,289,3,42,10,October,OCT,O,4,fourth,2013,102013,2013OCT,false,false,null,null,null,null,null,2013-01-01,2013-12-31,2022-04-01,2022-06-30,2013-10-01,2013-10-31,2013-10-13,2013-10-19,-9,-34,-103,-447,-3130
20131017,2013-10-17,17,th,5,Thursday,THU,T,17,290,3,42,10,October,OCT,O,4,fourth,2013,102013,2013OCT,false,false,null,null,null,null,null,2013-01-01,2013-12-31,2022-04-01,2022-06-30,2013-10-01,2013-10-31,2013-10-13,2013-10-19,-9,-34,-103,-447,-3129
20131018,2013-10-18,18,th,6,Friday,FRI,F,18,291,3,42,10,October,OCT,O,4,fourth,2013,102013,2013OCT,false,false,null,null,null,null,null,2013-01-01,2013-12-31,2022-04-01,2022-06-30,2013-10-01,2013-10-31,2013-10-13,2013-10-19,-9,-34,-103,-447,-3128
20131019,2013-10-19,19,th,7,Saturday,SAT,S,19,292,3,42,10,October,OCT,O,4,fourth,2013,102013,2013OCT,true,false,null,null,null,null,null,2013-01-01,2013-12-31,2022-04-01,2022-06-30,2013-10-01,2013-10-31,2013-10-13,2013-10-19,-9,-34,-103,-447,-3127
20131020,2013-10-20,20,th,1,Sunday,SUN,S,20,293,4,43,10,October,OCT,O,4,fourth,2013,102013,2013OCT,true,false,null,null,null,null,null,2013-01-01,2013-12-31,2022-04-01,2022-06-30,2013-10-01,2013-10-31,2013-10-20,2013-10-26,-9,-34,-103,-446,-3126
20131021,2013-10-21,21,st,2,Monday,MON,M,21,294,4,43,10,October,OCT,O,4,fourth,2013,102013,2013OCT,false,false,null,null,null,null,null,2013-01-01,2013-12-31,2022-04-01,2022-06-30,2013-10-01,2013-10-31,2013-10-20,2013-10-26,-9,-34,-103,-446,-3125
20131022,2013-10-22,22,nd,3,Tuesday,TUE,T,22,295,4,43,10,October,OCT,O,4,fourth,2013,102013,2013OCT,false,false,null,null,null,null,null,2013-01-01,2013-12-31,2022-04-01,2022-06-30,2013-10-01,2013-10-31,2013-10-20,2013-10-26,-9,-34,-103,-446,-3124
20131023,2013-10-23,23,rd,4,Wednesday,WED,W,23,296,4,43,10,October,OCT,O,4,fourth,2013,102013,2013OCT,false,false,null,null,null,null,null,2013-01-01,2013-12-31,2022-04-01,2022-06-30,2013-10-01,2013-10-31,2013-10-20,2013-10-26,-9,-34,-103,-446,-3123
20131024,2013-10-24,24,th,5,Thursday,THU,T,24,297,4,43,10,October,OCT,O,4,fourth,2013,102013,2013OCT,false,false,null,null,null,null,null,2013-01-01,2013-12-31,2022-04-01,2022-06-30,2013-10-01,2013-10-31,2013-10-20,2013-10-26,-9,-34,-103,-446,-3122
20131025,2013-10-25,25,th,6,Friday,FRI,F,25,298,4,43,10,October,OCT,O,4,fourth,2013,102013,2013OCT,false,false,null,null,null,null,null,2013-01-01,2013-12-31,2022-04-01,2022-06-30,2013-10-01,2013-10-31,2013-10-20,2013-10-26,-9,-34,-103,-446,-3121
20131026,2013-10-26,26,th,7,Saturday,SAT,S,26,299,4,43,10,October,OCT,O,4,fourth,2013,102013,2013OCT,true,false,null,null,null,null,null,2013-01-01,2013-12-31,2022-04-01,2022-06-30,2013-10-01,2013-10-31,2013-10-20,2013-10-26,-9,-34,-103,-446,-3120
20131027,2013-10-27,27,th,1,Sunday,SUN,S,27,300,5,44,10,October,OCT,O,4,fourth,2013,102013,2013OCT,true,false,null,null,null,null,null,2013-01-01,2013-12-31,2022-04-01,2022-06-30,2013-10-01,2013-10-31,2013-10-27,2013-11-02,-9,-34,-103,-445,-3119
20131028,2013-10-28,28,th,2,Monday,MON,M,28,301,5,44,10,October,OCT,O,4,fourth,2013,102013,2013OCT,false,false,null,null,null,null,null,2013-01-01,2013-12-31,2022-04-01,2022-06-30,2013-10-01,2013-10-31,2013-10-27,2013-11-02,-9,-34,-103,-445,-3118
20131029,2013-10-29,29,th,3,Tuesday,TUE,T,29,302,5,44,10,October,OCT,O,4,fourth,2013,102013,2013OCT,false,false,null,null,null,null,null,2013-01-01,2013-12-31,2022-04-01,2022-06-30,2013-10-01,2013-10-31,2013-10-27,2013-11-02,-9,-34,-103,-445,-3117
20131030,2013-10-30,30,th,4,Wednesday,WED,W,30,303,5,44,10,October,OCT,O,4,fourth,2013,102013,2013OCT,false,false,null,null,null,null,null,2013-01-01,2013-12-31,2022-04-01,2022-06-30,2013-10-01,2013-10-31,2013-10-27,2013-11-02,-9,-34,-103,-445,-3116
20131031,2013-10-31,31,st,5,Thursday,THU,T,31,304,5,44,10,October,OCT,O,4,fourth,2013,102013,2013OCT,false,false,null,null,null,null,null,2013-01-01,2013-12-31,2022-04-01,2022-06-30,2013-10-01,2013-10-31,2013-10-27,2013-11-02,-9,-34,-103,-445,-3115
20131101,2013-11-01,1,st,6,Friday,FRI,F,1,305,1,44,11,November,NOV,N,4,fourth,2013,112013,2013NOV,false,false,null,null,null,null,null,2013-01-01,2013-12-31,2022-04-01,2022-06-30,2013-11-01,2013-11-30,2013-10-27,2013-11-02,-9,-34,-102,-445,-3114
20131102,2013-11-02,2,nd,7,Saturday,SAT,S,2,306,1,44,11,November,NOV,N,4,fourth,2013,112013,2013NOV,true,false,null,null,null,null,null,2013-01-01,2013-12-31,2022-04-01,2022-06-30,2013-11-01,2013-11-30,2013-10-27,2013-11-02,-9,-34,-102,-445,-3113
20131103,2013-11-03,3,rd,1,Sunday,SUN,S,3,307,2,45,11,November,NOV,N,4,fourth,2013,112013,2013NOV,true,false,null,null,null,null,null,2013-01-01,2013-12-31,2022-04-01,2022-06-30,2013-11-01,2013-11-30,2013-11-03,2013-11-09,-9,-34,-102,-444,-3112
20131104,2013-11-04,4,th,2,Monday,MON,M,4,308,2,45,11,November,NOV,N,4,fourth,2013,112013,2013NOV,false,false,null,null,null,null,null,2013-01-01,2013-12-31,2022-04-01,2022-06-30,2013-11-01,2013-11-30,2013-11-03,2013-11-09,-9,-34,-102,-444,-3111
20131105,2013-11-05,5,th,3,Tuesday,TUE,T,5,309,2,45,11,November,NOV,N,4,fourth,2013,112013,2013NOV,false,false,null,null,null,null,null,2013-01-01,2013-12-31,2022-04-01,2022-06-30,2013-11-01,2013-11-30,2013-11-03,2013-11-09,-9,-34,-102,-444,-3110
20131106,2013-11-06,6,th,4,Wednesday,WED,W,6,310,2,45,11,November,NOV,N,4,fourth,2013,112013,2013NOV,false,false,null,null,null,null,null,2013-01-01,2013-12-31,2022-04-01,2022-06-30,2013-11-01,2013-11-30,2013-11-03,2013-11-09,-9,-34,-102,-444,-3109
20131107,2013-11-07,7,th,5,Thursday,THU,T,7,311,2,45,11,November,NOV,N,4,fourth,2013,112013,2013NOV,false,false,null,null,null,null,null,2013-01-01,2013-12-31,2022-04-01,2022-06-30,2013-11-01,2013-11-30,2013-11-03,2013-11-09,-9,-34,-102,-444,-3108
20131108,2013-11-08,8,th,6,Friday,FRI,F,8,312,2,45,11,November,NOV,N,4,fourth,2013,112013,2013NOV,false,false,null,null,null,null,null,2013-01-01,2013-12-31,2022-04-01,2022-06-30,2013-11-01,2013-11-30,2013-11-03,2013-11-09,-9,-34,-102,-444,-3107
20131109,2013-11-09,9,th,7,Saturday,SAT,S,9,313,2,45,11,November,NOV,N,4,fourth,2013,112013,2013NOV,true,false,null,null,null,null,null,2013-01-01,2013-12-31,2022-04-01,2022-06-30,2013-11-01,2013-11-30,2013-11-03,2013-11-09,-9,-34,-102,-444,-3106
20131110,2013-11-10,10,th,1,Sunday,SUN,S,10,314,3,46,11,November,NOV,N,4,fourth,2013,112013,2013NOV,true,false,null,null,null,null,null,2013-01-01,2013-12-31,2022-04-01,2022-06-30,2013-11-01,2013-11-30,2013-11-10,2013-11-16,-9,-34,-102,-443,-3105
20131111,2013-11-11,11,th,2,Monday,MON,M,11,315,3,46,11,November,NOV,N,4,fourth,2013,112013,2013NOV,false,false,null,null,null,null,null,2013-01-01,2013-12-31,2022-04-01,2022-06-30,2013-11-01,2013-11-30,2013-11-10,2013-11-16,-9,-34,-102,-443,-3104
20131112,2013-11-12,12,th,3,Tuesday,TUE,T,12,316,3,46,11,November,NOV,N,4,fourth,2013,112013,2013NOV,false,false,null,null,null,null,null,2013-01-01,2013-12-31,2022-04-01,2022-06-30,2013-11-01,2013-11-30,2013-11-10,2013-11-16,-9,-34,-102,-443,-3103
20131113,2013-11-13,13,th,4,Wednesday,WED,W,13,317,3,46,11,November,NOV,N,4,fourth,2013,112013,2013NOV,false,false,null,null,null,null,null,2013-01-01,2013-12-31,2022-04-01,2022-06-30,2013-11-01,2013-11-30,2013-11-10,2013-11-16,-9,-34,-102,-443,-3102
20131114,2013-11-14,14,th,5,Thursday,THU,T,14,318,3,46,11,November,NOV,N,4,fourth,2013,112013,2013NOV,false,false,null,null,null,null,null,2013-01-01,2013-12-31,2022-04-01,2022-06-30,2013-11-01,2013-11-30,2013-11-10,2013-11-16,-9,-34,-102,-443,-3101
