InvoiceID,CustomerID,BillToCustomerID,OrderID,DeliveryMethodID,ContactPersonID,AccountsPersonID,SalespersonPersonID,PackedByPersonID,InvoiceDate,CustomerPurchaseOrderNumber,IsCreditNote,CreditNoteReason,Comments,DeliveryInstructions,InternalComments,TotalDryItems,TotalChillerItems,DeliveryRun,RunPosition,ReturnedDeliveryData,ConfirmedDeliveryTime,ConfirmedReceivedBy,LastEditedBy,LastEditedWhen
139,473,401,139,3,2145,2001,13,19,2013-01-03,10996,false,null,null,"Suite 203, 229 Cao Lane",null,2,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-03T12:00:00"",""ConNote"":""EAN-125-1189""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-04T08:00:00"",""ConNote"":""EAN-125-1189"",""DriverID"":10,""Latitude"":39.3946303,""Longitude"":-120.0213080,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-04T08:00:00"",""ReceivedBy"":""Doru Munteanu""}",2013-01-04T08:00:00.000+0000,Doru Munteanu,10,2013-01-04T07:00:00.000+0000
140,92,1,140,3,1183,1001,13,19,2013-01-03,12134,false,null,null,"Shop 104, 1889 Smirnov Road",null,1,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-03T12:00:00"",""ConNote"":""EAN-125-1190""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-04T08:05:00"",""ConNote"":""EAN-125-1190"",""DriverID"":10,""Latitude"":34.8778952,""Longitude"":-82.4240114,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-04T08:05:00"",""ReceivedBy"":""Coralie Emond""}",2013-01-04T08:05:00.000+0000,Coralie Emond,10,2013-01-04T07:00:00.000+0000
141,979,979,141,3,3179,3179,14,19,2013-01-03,14902,false,null,null,"Unit 7, 340 Lucchesi Street",null,1,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-03T12:00:00"",""ConNote"":""EAN-125-1191""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-04T08:10:00"",""ConNote"":""EAN-125-1191"",""DriverID"":10,""Latitude"":34.2790367,""Longitude"":-98.4771716,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-04T08:10:00"",""ReceivedBy"":""Melani Ravlen""}",2013-01-04T08:10:00.000+0000,Melani Ravlen,10,2013-01-04T07:00:00.000+0000
142,826,826,142,3,3026,3026,13,19,2013-01-03,15212,false,null,null,"Suite 24, 1051 Nutiu Road",null,1,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-03T12:00:00"",""ConNote"":""EAN-125-1192""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-04T08:15:00"",""ConNote"":""EAN-125-1192"",""DriverID"":10,""Latitude"":37.7664385,""Longitude"":-88.9195138,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-04T08:15:00"",""ReceivedBy"":""Leila Carvalho""}",2013-01-04T08:15:00.000+0000,Leila Carvalho,10,2013-01-04T07:00:00.000+0000
143,140,1,143,3,1279,1001,3,19,2013-01-03,19809,false,null,null,"Suite 199, 1096 Poursokh Crescent",null,1,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-03T12:00:00"",""ConNote"":""EAN-125-1193""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-04T08:20:00"",""ConNote"":""EAN-125-1193"",""DriverID"":10,""Latitude"":37.8791795,""Longitude"":-97.2128162,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-04T08:20:00"",""ReceivedBy"":""Malay PrabhupÄda""}",2013-01-04T08:20:00.000+0000,Malay PrabhupÄda,10,2013-01-04T07:00:00.000+0000
144,68,1,144,3,1135,1001,6,19,2013-01-03,13551,false,null,null,"Unit 72, 1195 Rozitis Road",null,1,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-03T12:00:00"",""ConNote"":""EAN-125-1194""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-04T08:25:00"",""ConNote"":""EAN-125-1194"",""DriverID"":10,""Latitude"":30.3457487,""Longitude"":-91.1401055,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-04T08:25:00"",""ReceivedBy"":""Valentina Conti""}",2013-01-04T08:25:00.000+0000,Valentina Conti,10,2013-01-04T07:00:00.000+0000
145,939,939,145,3,3139,3139,15,19,2013-01-03,18797,false,null,null,"Suite 28, 999 Dumina Avenue",null,1,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-03T12:00:00"",""ConNote"":""EAN-125-1195""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-04T08:30:00"",""ConNote"":""EAN-125-1195"",""DriverID"":10,""Latitude"":42.4264859,""Longitude"":-70.9189371,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-04T08:30:00"",""ReceivedBy"":""Ioana Florea""}",2013-01-04T08:30:00.000+0000,Ioana Florea,10,2013-01-04T07:00:00.000+0000
146,844,844,146,3,3044,3044,7,19,2013-01-03,11156,false,null,null,"Shop 26, 1489 Shetty Crescent",null,2,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-03T12:00:00"",""ConNote"":""EAN-125-1196""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-04T08:35:00"",""ConNote"":""EAN-125-1196"",""DriverID"":10,""Latitude"":40.4567735,""Longitude"":-74.2465338,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-04T08:35:00"",""ReceivedBy"":""Durdanah Abbasi""}",2013-01-04T08:35:00.000+0000,Durdanah Abbasi,10,2013-01-04T07:00:00.000+0000
147,551,401,147,3,2301,2001,3,19,2013-01-03,18583,false,null,null,"Unit 7, 833 Pasek Boulevard",null,1,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-03T12:00:00"",""ConNote"":""EAN-125-1197""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-04T08:40:00"",""ConNote"":""EAN-125-1197"",""DriverID"":10,""Latitude"":38.2989422,""Longitude"":-86.9549972,""Comment"":""Receiver not present""}],""DeliveredWhen"":""2013-01-04T08:40:00"",""ReceivedBy"":""Parveen Haldar""}",2013-01-04T08:40:00.000+0000,Parveen Haldar,10,2013-01-04T07:00:00.000+0000
148,812,812,148,3,3012,3012,13,19,2013-01-03,12262,false,null,null,"Suite 24, 1997 Purins Lane",null,1,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-03T12:00:00"",""ConNote"":""EAN-125-1198""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-04T08:45:00"",""ConNote"":""EAN-125-1198"",""DriverID"":10,""Latitude"":37.2175425,""Longitude"":-87.0488847,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-04T08:45:00"",""ReceivedBy"":""Celica Barajas""}",2013-01-04T08:45:00.000+0000,Celica Barajas,10,2013-01-04T07:00:00.000+0000
149,34,1,149,3,1067,1001,20,19,2013-01-03,19254,false,null,null,"Unit 103, 1734 Jovicevic Crescent",null,1,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-03T12:00:00"",""ConNote"":""EAN-125-1199""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-04T08:50:00"",""ConNote"":""EAN-125-1199"",""DriverID"":10,""Latitude"":30.6285363,""Longitude"":-94.6318698,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-04T08:50:00"",""ReceivedBy"":""Anjali Asthana""}",2013-01-04T08:50:00.000+0000,Anjali Asthana,10,2013-01-04T07:00:00.000+0000
150,92,1,150,3,1183,1001,16,19,2013-01-03,14630,false,null,null,"Shop 104, 1889 Smirnov Road",null,1,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-03T12:00:00"",""ConNote"":""EAN-125-1200""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-04T08:55:00"",""ConNote"":""EAN-125-1200"",""DriverID"":10,""Latitude"":34.8778952,""Longitude"":-82.4240114,""Comment"":""Receiver not present""}],""DeliveredWhen"":""2013-01-04T08:55:00"",""ReceivedBy"":""Coralie Emond""}",2013-01-04T08:55:00.000+0000,Coralie Emond,10,2013-01-04T07:00:00.000+0000
151,44,1,151,3,1087,1001,20,19,2013-01-03,18585,false,null,null,"Unit 117, 254 Celmina Street",null,1,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-03T12:00:00"",""ConNote"":""EAN-125-1201""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-04T09:00:00"",""ConNote"":""EAN-125-1201"",""DriverID"":10,""Latitude"":47.4631419,""Longitude"":-123.8860114,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-04T09:00:00"",""ReceivedBy"":""Adrijana Blagojevic""}",2013-01-04T09:00:00.000+0000,Adrijana Blagojevic,10,2013-01-04T07:00:00.000+0000
152,913,913,152,3,3113,3113,13,19,2013-01-03,18451,false,null,null,"Shop 25, 130 Molnar Avenue",null,1,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-03T12:00:00"",""ConNote"":""EAN-125-1202""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-04T09:05:00"",""ConNote"":""EAN-125-1202"",""DriverID"":10,""Latitude"":29.6241020,""Longitude"":-90.7512023,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-04T09:05:00"",""ReceivedBy"":""Violetta KlanCisar""}",2013-01-04T09:05:00.000+0000,Violetta KlanCisar,10,2013-01-04T07:00:00.000+0000
153,49,1,153,3,1097,1001,13,19,2013-01-03,19890,false,null,null,"Shop 37, 1148 Khalsa Boulevard",null,1,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-03T12:00:00"",""ConNote"":""EAN-125-1203""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-04T09:10:00"",""ConNote"":""EAN-125-1203"",""DriverID"":10,""Latitude"":42.9958661,""Longitude"":-84.9425013,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-04T09:10:00"",""ReceivedBy"":""Julia Slobodova""}",2013-01-04T09:10:00.000+0000,Julia Slobodova,10,2013-01-04T07:00:00.000+0000
154,84,1,154,3,1167,1001,16,19,2013-01-03,12941,false,null,null,"Suite 243, 328 Bhat Street",null,5,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-03T12:00:00"",""ConNote"":""EAN-125-1204""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-04T09:15:00"",""ConNote"":""EAN-125-1204"",""DriverID"":10,""Latitude"":18.4432783,""Longitude"":-67.0649026,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-04T09:15:00"",""ReceivedBy"":""Eekalabya Bose""}",2013-01-04T09:15:00.000+0000,Eekalabya Bose,10,2013-01-04T07:00:00.000+0000
155,427,401,155,3,2053,2001,15,19,2013-01-03,13508,false,null,null,"Shop 205, 840 Rezaei Lane",null,2,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-03T12:00:00"",""ConNote"":""EAN-125-1205""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-04T09:20:00"",""ConNote"":""EAN-125-1205"",""DriverID"":10,""Latitude"":42.7697810,""Longitude"":-78.8664229,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-04T09:20:00"",""ReceivedBy"":""Ivica LuÄic""}",2013-01-04T09:20:00.000+0000,Ivica LuÄic,10,2013-01-04T07:00:00.000+0000
156,911,911,156,3,3111,3111,13,19,2013-01-03,15403,false,null,null,"Suite 7, 824 Omelkova Street",null,1,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-03T12:00:00"",""ConNote"":""EAN-125-1206""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-04T09:25:00"",""ConNote"":""EAN-125-1206"",""DriverID"":10,""Latitude"":38.3667957,""Longitude"":-78.1600014,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-04T09:25:00"",""ReceivedBy"":""Liidia Lepp""}",2013-01-04T09:25:00.000+0000,Liidia Lepp,10,2013-01-04T07:00:00.000+0000
157,484,401,157,3,2167,2001,6,19,2013-01-03,19391,false,null,null,"Suite 250, 261 Celmina Street",null,2,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-03T12:00:00"",""ConNote"":""EAN-125-1207""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-04T09:30:00"",""ConNote"":""EAN-125-1207"",""DriverID"":10,""Latitude"":34.7787300,""Longitude"":-82.3101190,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-04T09:30:00"",""ReceivedBy"":""Am Lo""}",2013-01-04T09:30:00.000+0000,Am Lo,10,2013-01-04T07:00:00.000+0000
158,914,914,158,3,3114,3114,14,19,2013-01-03,17938,false,null,null,"Unit 8, 813 Seleznyov Avenue",null,3,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-03T12:00:00"",""ConNote"":""EAN-125-1208""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-04T09:35:00"",""ConNote"":""EAN-125-1208"",""DriverID"":10,""Latitude"":33.6590552,""Longitude"":-79.5133935,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-04T09:35:00"",""ReceivedBy"":""Chandana Shasthri""}",2013-01-04T09:35:00.000+0000,Chandana Shasthri,10,2013-01-04T07:00:00.000+0000
159,569,401,159,3,2337,2001,15,19,2013-01-03,19140,false,null,null,"Shop 39, 692 Barney Lane",null,5,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-03T12:00:00"",""ConNote"":""EAN-125-1209""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-04T09:40:00"",""ConNote"":""EAN-125-1209"",""DriverID"":10,""Latitude"":27.7336410,""Longitude"":-81.5831327,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-04T09:40:00"",""ReceivedBy"":""Halit Gunes""}",2013-01-04T09:40:00.000+0000,Halit Gunes,10,2013-01-04T07:00:00.000+0000
160,547,401,160,3,2293,2001,2,19,2013-01-03,16362,false,null,null,"Suite 211, 1666 Semjonov Lane",null,1,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-03T12:00:00"",""ConNote"":""EAN-125-1210""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-04T09:45:00"",""ConNote"":""EAN-125-1210"",""DriverID"":10,""Latitude"":47.4502759,""Longitude"":-99.8201206,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-04T09:45:00"",""ReceivedBy"":""Marco Costa""}",2013-01-04T09:45:00.000+0000,Marco Costa,10,2013-01-04T07:00:00.000+0000
161,430,401,161,3,2059,2001,20,19,2013-01-03,18795,false,null,null,"Unit 63, 506 Dikshit Lane",null,3,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-03T12:00:00"",""ConNote"":""EAN-125-1211""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-04T09:50:00"",""ConNote"":""EAN-125-1211"",""DriverID"":10,""Latitude"":43.6869100,""Longitude"":-113.6145710,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-04T09:50:00"",""ReceivedBy"":""Lakshmi Roy""}",2013-01-04T09:50:00.000+0000,Lakshmi Roy,10,2013-01-04T07:00:00.000+0000
162,563,401,162,3,2325,2001,8,19,2013-01-03,16388,false,null,null,"Shop 82, 931 Mitra Lane",null,1,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-03T12:00:00"",""ConNote"":""EAN-125-1212""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-04T09:55:00"",""ConNote"":""EAN-125-1212"",""DriverID"":10,""Latitude"":45.4873692,""Longitude"":-117.4296256,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-04T09:55:00"",""ReceivedBy"":""Samuel Almaraz""}",2013-01-04T09:55:00.000+0000,Samuel Almaraz,10,2013-01-04T07:00:00.000+0000
163,893,893,163,3,3093,3093,20,19,2013-01-03,18492,false,null,null,"Suite 12, 11 Mihajlovik Crescent",null,2,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-03T12:00:00"",""ConNote"":""EAN-125-1213""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-04T10:00:00"",""ConNote"":""EAN-125-1213"",""DriverID"":10,""Latitude"":39.5878325,""Longitude"":-84.5543932,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-04T10:00:00"",""ReceivedBy"":""Leyla Asef zade""}",2013-01-04T10:00:00.000+0000,Leyla Asef zade,10,2013-01-04T07:00:00.000+0000
164,407,401,164,3,2013,2001,8,19,2013-01-03,15272,false,null,null,"Unit 248, 104 Nutiu Crescent",null,4,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-03T12:00:00"",""ConNote"":""EAN-125-1214""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-04T10:05:00"",""ConNote"":""EAN-125-1214"",""DriverID"":10,""Latitude"":32.6876455,""Longitude"":-93.9610150,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-04T10:05:00"",""ReceivedBy"":""Lang Le""}",2013-01-04T10:05:00.000+0000,Lang Le,10,2013-01-04T07:00:00.000+0000
165,160,1,165,3,1319,1001,15,19,2013-01-03,14938,false,null,null,"Suite 181, 522 Longo Lane",null,2,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-03T12:00:00"",""ConNote"":""EAN-125-1215""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-04T10:10:00"",""ConNote"":""EAN-125-1215"",""DriverID"":10,""Latitude"":48.0708347,""Longitude"":-98.6384434,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-04T10:10:00"",""ReceivedBy"":""Bishwanath Ghosh""}",2013-01-04T10:10:00.000+0000,Bishwanath Ghosh,10,2013-01-04T07:00:00.000+0000
166,823,823,166,3,3023,3023,14,19,2013-01-03,13868,false,null,null,"Unit 9, 266 Shenoy Road",null,4,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-03T12:00:00"",""ConNote"":""EAN-125-1216""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-04T10:15:00"",""ConNote"":""EAN-125-1216"",""DriverID"":10,""Latitude"":42.4788677,""Longitude"":-94.7188696,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-04T10:15:00"",""ReceivedBy"":""Francisca Laureano""}",2013-01-04T10:15:00.000+0000,Francisca Laureano,10,2013-01-04T07:00:00.000+0000
167,585,401,167,3,2369,2001,20,19,2013-01-03,18901,false,null,null,"Unit 12, 747 Acar Crescent",null,5,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-03T12:00:00"",""ConNote"":""EAN-125-1217""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-04T10:20:00"",""ConNote"":""EAN-125-1217"",""DriverID"":10,""Latitude"":40.9220430,""Longitude"":-74.3454282,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-04T10:20:00"",""ReceivedBy"":""Asha Mudigonda""}",2013-01-04T10:20:00.000+0000,Asha Mudigonda,10,2013-01-04T07:00:00.000+0000
168,845,845,168,3,3045,3045,2,19,2013-01-03,15236,false,null,null,"Unit 27, 1873 Dewangan Avenue",null,4,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-03T12:00:00"",""ConNote"":""EAN-125-1218""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-04T10:25:00"",""ConNote"":""EAN-125-1218"",""DriverID"":10,""Latitude"":33.8443276,""Longitude"":-80.0292406,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-04T10:25:00"",""ReceivedBy"":""Emilie Hrdlickova""}",2013-01-04T10:25:00.000+0000,Emilie Hrdlickova,10,2013-01-04T07:00:00.000+0000
169,898,898,169,3,3098,3098,2,19,2013-01-03,19782,false,null,null,"Shop 17, 1928 Kask Crescent",null,2,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-03T12:00:00"",""ConNote"":""EAN-125-1219""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-04T10:30:00"",""ConNote"":""EAN-125-1219"",""DriverID"":10,""Latitude"":42.8546892,""Longitude"":-105.5035999,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-04T10:30:00"",""ReceivedBy"":""Gopalgobinda Sikdar""}",2013-01-04T10:30:00.000+0000,Gopalgobinda Sikdar,10,2013-01-04T07:00:00.000+0000
170,36,1,170,3,1071,1001,15,19,2013-01-03,11134,false,null,null,"Shop 2, 155 Goransson Lane",null,5,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-03T12:00:00"",""ConNote"":""EAN-125-1220""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-04T10:35:00"",""ConNote"":""EAN-125-1220"",""DriverID"":10,""Latitude"":37.9292349,""Longitude"":-86.1794145,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-04T10:35:00"",""ReceivedBy"":""Ferhat Celik""}",2013-01-04T10:35:00.000+0000,Ferhat Celik,10,2013-01-04T07:00:00.000+0000
171,524,401,171,3,2247,2001,14,19,2013-01-03,10182,false,null,null,"Unit 271, 336 Kasesalu Lane",null,4,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-03T12:00:00"",""ConNote"":""EAN-125-1221""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-04T10:40:00"",""ConNote"":""EAN-125-1221"",""DriverID"":10,""Latitude"":46.7216102,""Longitude"":-92.4593566,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-04T10:40:00"",""ReceivedBy"":""Baalaamani Veturi""}",2013-01-04T10:40:00.000+0000,Baalaamani Veturi,10,2013-01-04T07:00:00.000+0000
172,494,401,172,3,2187,2001,13,19,2013-01-03,18651,false,null,null,"Suite 297, 1726 Zahradnicek Crescent",null,4,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-03T12:00:00"",""ConNote"":""EAN-125-1222""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-04T10:45:00"",""ConNote"":""EAN-125-1222"",""DriverID"":10,""Latitude"":38.9152705,""Longitude"":-104.8221988,""Comment"":""Receiver not present""}],""DeliveredWhen"":""2013-01-04T10:45:00"",""ReceivedBy"":""Sirirat Kongpaisarn""}",2013-01-04T10:45:00.000+0000,Sirirat Kongpaisarn,10,2013-01-04T07:00:00.000+0000
173,921,921,173,3,3121,3121,8,19,2013-01-03,14169,false,null,null,"Suite 12, 415 Omidzadeh Road",null,2,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-03T12:00:00"",""ConNote"":""EAN-125-1223""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-04T10:50:00"",""ConNote"":""EAN-125-1223"",""DriverID"":10,""Latitude"":42.2386716,""Longitude"":-79.0311516,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-04T10:50:00"",""ReceivedBy"":""Victoria Lacusta""}",2013-01-04T10:50:00.000+0000,Victoria Lacusta,10,2013-01-04T07:00:00.000+0000
174,820,820,174,3,3020,3020,16,19,2013-01-03,18514,false,null,null,"Unit 30, 305 Lepp Street",null,2,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-03T12:00:00"",""ConNote"":""EAN-125-1224""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-04T10:55:00"",""ConNote"":""EAN-125-1224"",""DriverID"":10,""Latitude"":40.4514954,""Longitude"":-74.3079248,""Comment"":""Receiver not present""}],""DeliveredWhen"":""2013-01-04T10:55:00"",""ReceivedBy"":""Knut Svensson""}",2013-01-04T10:55:00.000+0000,Knut Svensson,10,2013-01-04T07:00:00.000+0000
175,199,1,175,3,1397,1001,8,19,2013-01-03,18108,false,null,null,"Shop 109, 487 Rusl Street",null,5,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-03T12:00:00"",""ConNote"":""EAN-125-1225""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-04T11:00:00"",""ConNote"":""EAN-125-1225"",""DriverID"":10,""Latitude"":37.0791790,""Longitude"":-106.0086329,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-04T11:00:00"",""ReceivedBy"":""Cezar Pavel""}",2013-01-04T11:00:00.000+0000,Cezar Pavel,10,2013-01-04T07:00:00.000+0000
176,511,401,176,3,2221,2001,8,19,2013-01-03,17328,false,null,null,"Unit 115, 1745 Penttila Road",null,4,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-03T12:00:00"",""ConNote"":""EAN-125-1226""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-04T11:05:00"",""ConNote"":""EAN-125-1226"",""DriverID"":10,""Latitude"":45.1202637,""Longitude"":-85.9792560,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-04T11:05:00"",""ReceivedBy"":""Pracha Nantakarn""}",2013-01-04T11:05:00.000+0000,Pracha Nantakarn,10,2013-01-04T07:00:00.000+0000
177,61,1,177,3,1121,1001,15,19,2013-01-03,13949,false,null,null,"Shop 233, 1695 Hudecova Avenue",null,3,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-03T12:00:00"",""ConNote"":""EAN-125-1227""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-04T11:10:00"",""ConNote"":""EAN-125-1227"",""DriverID"":10,""Latitude"":36.0003475,""Longitude"":-84.8863395,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-04T11:10:00"",""ReceivedBy"":""Abhoy PrabhupÄda""}",2013-01-04T11:10:00.000+0000,Abhoy PrabhupÄda,10,2013-01-04T07:00:00.000+0000
178,919,919,178,3,3119,3119,8,19,2013-01-03,12727,false,null,null,"Shop 11, 965 Horackova Lane",null,5,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-03T12:00:00"",""ConNote"":""EAN-125-1228""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-04T11:15:00"",""ConNote"":""EAN-125-1228"",""DriverID"":10,""Latitude"":43.6814580,""Longitude"":-75.3546233,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-04T11:15:00"",""ReceivedBy"":""Kertu Sokk""}",2013-01-04T11:15:00.000+0000,Kertu Sokk,10,2013-01-04T07:00:00.000+0000
179,56,1,179,3,1111,1001,7,19,2013-01-03,17486,false,null,null,"Shop 20, 1098 Tatarescu Lane",null,2,0,,,"{""Events"": [{ ""Event"":""Ready for collection"",""EventTime"":""2013-01-03T12:00:00"",""ConNote"":""EAN-125-1229""},{ ""Event"":""DeliveryAttempt"",""EventTime"":""2013-01-04T11:20:00"",""ConNote"":""EAN-125-1229"",""DriverID"":10,""Latitude"":46.9009701,""Longitude"":-119.6305912,""Status"":""Delivered""}],""DeliveredWhen"":""2013-01-04T11:20:00"",""ReceivedBy"":""Juan Bezanson""}",2013-01-04T11:20:00.000+0000,Juan Bezanson,10,2013-01-04T07:00:00.000+0000
